YEAR,ID,TYPE,ARCHITECTURE,TECHNOLOGY,TITLE,ABSTRACT,AUTHORS,COMMENTS,Csamp [pF],AREA [mm^2],SNDR_lf [dB],fin_hf,SNDR_hf [dB],SNR [dB],DR [dB],-THD [dB],SFDR [dB],SNDR,P [W],fs [Hz],OSR,fsnyq_w,fsnyq,FOMW_lf [fJ/conv-step],FOMW_hf,FOMS_lf [dB],FOMS_hf [dB],FOMW_hf/fsnyq,"FOMS,hf+10log(fsnyq)"
2019,19.1,OS,SDCT,0.16,A Low Power Continuous-Time Zoom ADC for Audio Applications,"This paper presents a continuous-time (CT) zoom ADC for use in audio applications. Compared to previous zoom ADCs, its input impedance is mainly resistive, making it much easier to drive while maintaining high energy efficiency. The prototype is fabricated in a 0.16 um CMOS process, occupies 0.27 mm2 and achieves 108.5 dB DR, 108.1 dB SNR, 106.4 dB SNDR in a 20 kHz BW, while consuming 618 ?W. This results in a state-of-the-art Schreier FoM of 183.6 dB.","B. Gonen, S. Karmakar, R. van Veldhoven and K. A. A. Makinwa",VDD=1.8V,,0.27,,2.00E+04,106.4,108.1,108.5,,,106.4,6.18E-04,5.12E+06,128,4.00E+04,1.55E+04,,90.4,,181.5,2.26E-03,227.5
2019,19.2,OS,SDCT,0.18,A 24mW Chopped CTDSM Achieving 103.5dB SNDR and 107.5dB DR in a 250kHz Bandwidth,"We present a CT??M which uses a virtual- ground-switched resistor DAC to achieve low distortion by reducing the effects of inter-symbol interference (ISI), and parasitic resistance in the reference path. 1/f noise is reduced by chopping the first stage of the input OTA. Chopping artifacts and clock jitter sensitivity are reduced by using a 3-stage OTA, and an 8-tap FIR feedback DAC. Fabricated in 180 nm CMOS, the pro- totype modulator operates at 32 MS/s and achieves 103.5/107.5 dB SNDR/DR in a 250 kHz bandwidth while consuming 24 mW. The Schreier FoM is 174dB.","R. Theertham, P. Koottala, S. Billa and S. Pavan", ,,2.85,,2.50E+05,103.5,108.2,107.5,,,103.5,2.40E-02,3.20E+07,64,5.00E+05,4.80E+04,,392.4,,173.7,7.85E-04,230.7
2019,19.3,OS,SDCT,0.012,A 71.4dB SNDR 30MHz BW Continuous-Time Delta-Sigma Modulator Using a Time-Interleaved Noise-Shaping Quantizer in 12-nm CMOS,"This work presents a continuous-time delta-sigma modulator (CTDSM) using a time-interleaved noise-shaping quantizer
targeted for wireless communication system application. A quantization error duplication method enables the SAR-based
quantizer to implement noise-shaping and operate at an 832MHz sampling frequency concurrently. Through the use of a CRFB loop filter topology and the noise-shaping quantizer, the proposed CTDSM achieves 71.4 dB SNDR in 30-MHz BW without STF peaking. The FoMs and FoMw are 171 dB and 17.6 fJ/conv.-step, respectively.","C.-H. Weng, T.-A. Wei, H.-Y. Hsieh, S.-H. Wu and T.-Y. Wang",VDD=0.8/1/1.5V,,0.0585,,3.00E+07,71.4,,74.5,,,71.4,3.20E-03,8.32E+08,13.87,6.00E+07,5.33E+01,,17.6,,171.1,2.93E-07,248.9
2019,19.4,OS,SDCT,0.028,A 3.2mW SAR-assisted CT?? ADC with 77.5dB SNDR and 40MHz BW in 28nm CMOS,"This paper presents a SAR-assisted Continuous-time Delta-Sigma (CT??) ADC, which combines the energy efficiency of SAR ADCs with the relaxed driving requirements of CT?? ADCs, as well as similar anti-alias filtering. When clocked at 2.4GHz, the ADC achieves 77.5dB SNDR in 40MHz BW. It consumes 3.2mW, resulting in a state-of-the-art Walden FoM of 6.5fJ/cs and a Schreier FOM of 178.5dB.","P. Cenci, M. Bolatkale, R. Rutten, M. Ganzerli, G. Lassche, K. A. Makinwa and L. Breems",VDD=0.9V,,0.025,,4.00E+07,77.5,,78.2,,,77.5,3.20E-03,2.40E+09,30,8.00E+07,4.00E+01,,6.5,,178.5,8.16E-08,257.5
2019,22.3,NQ,"SAR, TI",0.007,A 56Gb/s Long Reach Fully Adaptive Wireline PAM-4 Transceiver in 7nm FinFET,"This 56Gb/s PAM-4 transceiver leverages the high logic density provided by the 7nm FinFET technology through rigorous
application of digital design styles. The usage of analog transceiver elements with less favorable scaling is minimized by an
All-Digital PLL, an SST transmitter and a receiver based on a 28GS/s 8b 32-way time-interleaved ADC and DSP engine.
Receiver analog signal processing is limited to a minimal, but highly linear programmable gain and peaking stage with 48dB
SDR. The ADC's ENOB measures 5.5b, enabled by the linearity of the front-end. To support long reach channels, extensive
filtering is provided by a digital, fully adaptive 20-tap FFE, 1-tap DFE equalizer and a Mueller-Muller CDR. The system achieves a raw 1e-7 BER with a -33dB insertion loss channel. With a 500mW receiver, a 90mW transmitter, and 0.31mm2 area per lane, the transceiver combines power efficiency with significant area reduction.","D. Pfaff, S. Moazzeni, L. Gao, M.-C. Chuang, X.-J. Wang, C. Palusa, R. Abbott, R. Ramirez, A. Maher, M.-C. Huang, C.-C. Lin, F. Kuo, W.-L. Chen, T. Y. Goh and K. Hsieh",Area included front-end,0.037,0.09,34.9,1.35E+10,29.4,,,,39.1,29.4,1.50E-01,2.80E+10,1,2.80E+10,5.36E+00,118,222.2,144.6,139.1,7.94E-09,243.6
2020,CD1.1,NQ,Pipe,0.016,A 1MS/s to 1GS/s Ringamp-Based Pipelined ADC with Fully Dynamic Reference Regulation and Stochastic Scope-on-Chip Background Monitoring in 16nm,"An 11b single-channel ADC with constant 14 fJ/c-step FoM energy efficiency from 1MS/s to 1GS/s introduces a fully-dynamic discrete-time reference regulation solution that consumes only 8% of total system power. A small, low power background monitoring circuit in each pipeline stage generates time-domain waveforms of amplifier settling behavior. Performance at 1GS/s with a Nyquist input is 59.5dB SNDR, 75.9dB SFDR, and consumes 10.9mW.","Benjamin Hershberg, Nereo Markulic, Jorge Lagos, Ewout Martens, Davide Dermit, Jan Craninckx",VDD=0.9V,,0.095,59.8,5.00E+08,59.5,,,69.9,75.9,59.5,1.09E-02,1.00E+09,1,1.00E+09,1.09E+01,13.7,14.1,166.4,166.1,1.41E-08,256.1
2020,CD1.2,NQ,SAR,0.04,A 10-bit 100MS/s SAR ADC with Always-on Reference Ripple Cancellation,"This paper presents an always-on reference ripple cancellation technique that actively cancels the reference settling error throughout the entire SAR conversion process, thus significantly relaxing reference settling requirement. Equipped with the proposed technique, a 100-MS/s prototype SAR ADC only requires a 0.5-pF decoupling capacitor and an on-chip low-power reference buffer that consumes 60% less power compared to state-of-the-art designs with similar performance. Fabricated in 40nm CMOS, it achieves an SNDR of 56.3dB at Nyquist rate while consuming 1.4 mW, including the reference buffer.","Xiyuan Tang, Yi Shen, Xin Xin, Shubin Liu, Jueping Cai, Zhangming Zhu, and Nan Sun",VDD=1.1/1.3V,,0.027,57.9,4.90E+07,56.3,,,,76.3,56.3,1.40E-03,1.00E+08,1,1.00E+08,1.40E+01,21.8,26.2,163.4,161.8,2.62E-07,241.8
2020,CD1.3,NQ,"SAR, Flash",0.028,An 8b 1GS/s 2.55mW SAR-Flash ADC with Complementary Dynamic Amplifiers,"An 8b SAR-Flash ADC is proposed, where four reset-power-free complementary dynamic amplifiers (CDAs) are first engaged to a 4b loop-unrolled (LU) SAR conversion and then reutilized for a 4.5b fine interpolating-flash conversion. The hardware-reusing flash ADC not only saves power consumption and area but also reduces the number of conversion cycles. A prototype 1GS/s ADC in 28nm CMOS achieves 45.5dB SNDR at a Nyquist input with 2.55mW power consumption, leading to a FoMw of 16.6 fJ/c-s","Dong-Ryeol Oh, Kyoung-Jun Moon, Won-Mook Lim, Ye-Dam Kim, Eun-Ji An and Seung-Tak Ryu",VDD=1.1V,0.064,0.002,,5.00E+08,45.5,,,,58,45.5,2.55E-03,1.00E+09,1,1.00E+09,2.55E+00,,16.6,,158.4,1.66E-08,248.4
2020,CD2.1,OS,SDSC,0.16,"A 440?W, 109.8dB DR, 106.5dB SNDR Discrete-Time Zoom ADC with a 20kHz BW","This paper presents a discrete-time (DT) zoom ADC for audio applications. A 2b quantizer in combination with a low power “fuzz” suppression technique, results in a significant improvement in linearity and energy-efficiency over previous designs. The ADC occupies 0.27mm2  in 0.16?m CMOS and consumes 440?W from a 1.8V supply. In a 20kHz BW, it achieves 109.8dB DR and 106.5dB SNDR, resulting in a state-of-the-art Schreier FoM of 186.4dB.","Efraïm Eland, Shoubhik Karmakar, Burak Gönen, Robert van Veldhoven, and Kofi Makinwa",VDD=1.8V,13.6,0.27,,1.00E+03,106.5,107.5,109.8,,,106.5,4.40E-04,3.50E+06,87.5,4.00E+04,1.10E+04,,63.7,,183.1,1.59E-03,229.1
2020,CD2.2,OS,"SDSC, TI",0.028,"A 5MHz-BW, 86.1dB-SNDR 4X Time-Interleaved Second-Order ?? Modulator with Digital Feedforward Extrapolation in 28nm","This paper presents a 4X Time-Interleaved (TI) 2nd-order discrete-time (DT) ?? Modulator (DSM) using digital feedforward extrapolation. Three feedforward paths digitize one channel information first and then extrapolate the other channels fully in the digital domain. Hence, this DSM only needs two op-amps in one channel to realize four interleaving paths, thus reducing analog hardware overheads. With the sampling clock @ 520MHz, this 28nm CMOS prototype achieves an equivalent output sampling rate of 2.08GS/s, 208x OSR, 86.1dB SNDR, and 98dB SFDR over a 5MHz BW, while the power consumption is 23.1mW. It results in an FOMS of 169.5dB.","Dongyang Jiang, Liang Qi, Sai-Weng Sin, Franco Maloberti, and R.P. Martins",VDD=1/1.15/1.5V,4,0.07,,1.00E+06,86.1,,90,,98,86.1,2.31E-02,5.20E+08,52,1.00E+07,2.31E+03,,140,,169.5,1.40E-05,239.5
2020,CD2.3,OS,SDCT,0.028,A 10.4mW 50MHz-BW 80dB-DR Single-Opamp Third-Order CTSDM with SAB-ELD-Merged Integrator and 3-Stage Opamp,"This paper presents a wideband and energy-efficient single-loop 3rd order CTSDM enabled by an ELD-SAB-Merged integrator and a 3-stage opamp. We utilize only a single DAC and opamp to accomplish the ELD compensation in the SAB structure. While featuring a PSQ technique and a 1st order NS-SAR, the 28nm prototype achieves a 74.4dB SNDR in a 50MHz BW and consumes 10.4mW with 171.2dB FoMS. ","Kai Xing, Wei Wang, Yan Zhu, Chi-Hang Chan, and Rui Paulo Martins",VDD=1/1.5V,,0.024,,6.00E+06,74.4,75.5,80.6,,82.4,74.4,1.04E-02,1.50E+09,15,1.00E+08,1.04E+02,,24.2,,171.2,2.42E-07,251.2
2020,CD2.4,OS,"SAR, PIpe",0.028,A 1GS/s Reconfigurable BW 2nd-Order Noise-Shaping Hybrid Voltage-Time Two-Step ADC Achieving 170.9dB FoMs,"This paper presents a reconfigurable BW 2nd-order noise-shaping (NS) hybrid voltage-time ADC based on the two-step ADC structure. Composed by a SAR ADC in the 1st stage and a time-based-converter (TBC) in the 2nd stage, with a reconfigurable passive filter, it realizes a 2nd-order NS while simultaneously maintaining a simple and high-speed operation. Due to the delay introduced by the inter-stage residue amplifier (RA), one NS order is inherently provided by the pipelined architecture. Fabricated in 28 nm CMOS, the prototype chip operates at 1 GS/s while consuming 2.3 mW at 1 V. At an OSR of 4, the SNDR is 63.58 dB leading to a 170.9 dB FoMS . Thanks to the reconfigurable filter, the ADC is able to achieve 163.5 dB and 171.6 dB FoMS at OSR of 2 and 6, respectively.","Yifan Lyu, Filip Tevernier",VDD=1V,,0.018,,6.00E+07,63.6,,,,,63.6,2.30E-03,1.00E+09,4,2.50E+08,9.20E+00,,7.4,,171,2.98E-08,254.9
2020,CD2.5,NQ,SAR,0.04,A SAR ADC with Reduced kT/C Noise by Decoupling Noise PSD and BW,"This paper presents a SAR ADC with reduced front-end sampling kT/C noise. This is achieved by using an active sampling circuit with a specially designed 2-stage amplifier that decouples the tight relationship between the sampling noise power spectral density (PSD) and BW. A 12-bit 12-MS/s prototype ADC in 40nm CMOS achieves the sampling noise power reduction by 3.5 times. It permits the use of a small sampling capacitor of only 132 fF. This relaxes the requirement on the ADC input driver and reference buffer, which can lead to significant savings in power, area, and complexity on the system level.","Zhelu Li, Arnab Dutta, Abhishek Mukherjee, Xiyuan Tang, Linxiao Shen, Lenian He, and Nan Sun", ,,0.018,,4.00E+06,59.6,,,,75.1,59.6,4.72E-04,1.20E+07,1,1.20E+07,3.93E+01,,50.4,,160.6,4.20E-06,231.4
2020,CW2.3,NQ,Time-based,0.016,Open-Source Synthesizable Analog Blocks for High-Speed Link Designs: 20GS/s 5b ENOB Analog-to-Digital Converter and 5GHz Phase Interpolator,"Using digital standard cells and digital place-and-route (PnR) tools, we created a 20 GS/s, 8-bit analog-to-digital converter (ADC) for use in high-speed serial link applications with an ENOB of 5.4, a DNL of 0.55 LSB, and an INL of 2.39 LSB, which dissipated 175 mW in 0.102 mm2  in a 16nm technology. The design is entirely described by HDL so that it can be ported to other processes with minimal effort and shared as open source. ","Sung-Jin Kim, Zachary Myers, Steven Herbst, ByongChan Lim, Mark Horowitz",VDD=0.9V,,0.1,35,1.00E+09,32.5,,,,,32.5,1.75E-01,2.00E+10,1,2.00E+10,8.75E+00,190.5,254,142.6,140.1,1.27E-08,243.1
2021,C14-1,OS,SDCT,0.028,A 0.6V 86.5dB-DR 40kHz-BW Inverter-Based Continuous-Time Delta-Sigma Modulator with PVT-Robust Body-Biasing Technique,"This paper presents a body-biasing technique for an energy-efficient inverter-based integrator that significantly improves the PVT robustness of the integrators in sub-1V continuous-time delta-sigma modulators (CTDSMs). A prototype CTDSM with the body-biasing technique is implemented in a 28 nm CMOS process and achieves 83 dB SNDR, 84 dB SNR, and 86.5 dB DR in a 40-kHz bandwidth, while consuming only 33.6 ?W from a 0.6 V supply. It achieves a Schreier FoM of 177.3 dB.","S. Lee, S. Park, Y. Kim and Y. Chae",VDD=0.6V,,0.12,,4.00E+04,83,84,86.5,,,83,3.36E-05,1.28E+07,160,8.00E+04,4.20E+02,,36.4,,173.8,4.55E-04,222.8
2021,C14-2,OS,"SAR, VCO",0.065,OTA-free 1-1 MASH ADC Using Fully Passive Noise Shaping SAR & VCO ADC,"We present an OTA-free 1-1 MASH ADC utilizing a fully passive noise shaping (FPNS) SAR as first-stage and open-loop VCO ADC as second stage. The key contribution of this work is to address the challenge of driving large sampling capacitor for high resolution NS-SAR. The proposed architecture reduces resolution of SAR stage and leverages residue attenuation due to passive charge sharing in the FPNS SAR to linearize the VCO. Combining an FPNS SAR with a VCO ADC shapes in-band thermal noise of VCO and SAR comparator at ADC output. Additionally, we demonstrate a computationally inexpensive foreground inter-stage gain calibration algorithm for the proposed ADC architecture. The prototype ADC consumes 0.16mW while achieving an SNDR/DR of 71.5/75.8dB over a 1.1MHz bandwidth and walden FoM of 23.3fJ/step which is the lowest in 65nm technology.","S. T. Chandrasekaran, S. P. Bhanushali, S. Pietri and A. Sanyal",VDD=1.1V,,0.04,,2.00E+05,71.5,,75.8,,,71.5,1.60E-04,2.40E+07,11,2.20E+06,7.27E+01,,23.7,,169.9,1.08E-05,233.3
2021,C14-3,OS,SDCT,0.028,A 300MHz-BW 38mW 37dB/40dB SNDR/DR Frequency-Interleaving Continuous-Time Bandpass Delta-Sigma ADC in 28nm CMOS,"Bandpass CT DSMs offer essential advantages for RF and mm-wave systems, including digital I/Q mixing, innate anti-alias filtering, and an easy-to-drive input. However, existing CT DSMs lack the bandwidth for emerging applications, including 5G and radar. A practical frequency-interleaving architecture efficiently scales CT bandpass DSM bandwidth to break the CT DSM bandwidth bottleneck. A 28nm CMOS prototype frequency-interleaves two DSMs for 300MHz BW, 37dB SNDR at 1.5GHz while consuming 38mW.",R. Lu and M. P. Flynn,Bandpass,,0.0255,,1.51E+09,37.04,,,,44.11,37,3.80E-02,6.00E+09,20,6.00E+08,6.33E+01,,1090.1,,136,1.82E-06,223.8
2021,C15-1,NQ,"SAR, Pipe",0.016,"A 10.0 ENOB, 6.2 fJ/conv.-step, 500 MS/s Ringamp-Based Pipelined-SAR ADC with Background Calibration and Dynamic Reference Regulation in 16nm CMOS","We present a single-channel fully-dynamic pipelined SAR ADC that leverages a novel quantizer and narrowband dither injection to achieve fast and comprehensive background calibration of DAC mismatch, interstage gain, and ring amplifier (ringamp) bias optimality. The ADC also includes an on-chip wide-range, fully-dynamic reference regulation system. Consuming 3.3 mW at 500 MS/s, it achieves 10.0 ENOB and 75.5 dB SFDR, yielding a Walden FoM of 6.2 fJ/conv.-step.","J. Lagos, N. Markulic, B. Hershberg, D. Dermit, M. Shrivas, E. Martens and J. Craninckx",VDD=0.9V,,0.0084,,2.49E+08,62.3,62.8,,71.8,75.5,62.3,2.80E-03,5.00E+08,1,5.00E+08,5.60E+00,,5.3,,171.8,1.05E-08,258.8
2021,C15-2,NQ,"Time-based, TI",0.065,A 20GS/s 8b Time-Interleaved Time-Domain ADC with Input-Independent Background Timing Skew Calibration,This paper demonstrates a background timing skew calibration for the time-interleaved (TI) ADCs using a direct time-based estimation to facilitate the input-independent and fast convergence features. It suppresses the timing spurs of a 20GS/s 8x TI-ADC below -50dB at a Nyquist input regardless of the calibrating input condition with 24 calibration cycles. The 8b timedomain TI-ADC achieves a 91.3fJ/conv.-step FoMWalden and >16GHz bandwidth.,"M. Zhang, Y. Zhu, C.-H. Chan and R. P. Martins",VDD=1/1.2V,0.045,0.22,41,1.00E+10,38.8,,,,52.5,38.8,1.29E-01,2.00E+10,1,2.00E+10,6.47E+00,70.5,90.9,149.9,147.7,4.54E-09,250.7
2021,C15-3,NQ,"SAR, TI",0.016,"A Compact 8-bit, 8 GS/s 8xTI SAR ADC in 16nm with 45dB SNDR and 5 GHz ERBW","We present a time-interleaved (TI) SAR ADC with 8 channels realizing 8-bit conversion at 1 GS/s each. SNDR is 45 dB at low frequency with an ERBW of 5 GHz limited by sampler distortion. Conventional SAR conversion at high speed with minimum degradation is achieved by leveraging techniques such as early quantization, minimum delay logic, DAC redundancy and gain and offset compensation via the DAC. At 8 GS/s the ADC consumes 26 mW resulting in an efficiency of 30 fJ/conv.-step.","E. Martens, D. Dermit, M. Shrivas, S. Nagata and J. Craninckx",VDD=0.85/1.2V,0.062,0.023,45.1,4.00E+09,42.4,,,46,46,42.4,2.60E-02,8.00E+09,1,8.00E+09,3.25E+00,22.1,30.2,157,154.3,3.77E-09,253.3
2021,C15-4,NQ,"SAR, Pipe",0.028,An Auxiliary-Channel-Sharing Background Distortion and Gain Calibration Achieving >8dB SFDR Improvement over 4th Nyquist Zone in 1GS/s ADC,"This paper presents an auxiliary-channel-assisted background calibration for ADC's input front-end (buffer + T/H) distortion and inter-stage gain error. The auxiliary channel is custom-designed which runs at a fractional speed of the main ADC with only moderate noise performance but high linearity. It also has a pseudo inter-stage gain characteristic as the main ADC, which incorporates with the multi-layer LMS procedure, facilitating a fast convergence speed. Verified in a 12-bit 1GS/s pipelined SAR ADC in 28nm CMOS, the SNDR and SFDR at Nyquist input are 59.28 dB and 67.09 dB SFDR, respectively. Just the distortion calibrations alone contribute >11.13dB SFDR improvement in the entire Nyquist band. Both the ADCs and input buffers work under a 1V supply, consuming 19.2mW with 17% from the buffer.","L. Wei, Z. Zheng, N. Markulic, J. Lagos, E. Martens, Y. Zhu, C. Chan, J. Craninckx and R. P. Martins",VDD=1V,,0.134,59,5.00E+08,59.28,,,,67.09,59.3,1.92E-02,1.00E+09,1,1.00E+09,1.92E+01,26.4,25.5,163.2,163.4,2.55E-08,253.4
2021,C19-2,NQ,SAR,0.18,A Self-Powered Wireless Gas Sensor Node Based on Photovoltaic Energy Harvesting,"In this work, we present a compact self-powered wireless gas sensor node based on photovoltaic (PV) energy harvesting (EH). Instead of a bulky and power-hungry gas sensor with separate gas signal processing (GSP) circuits, a mm3-sized colorimetric sensor film is integrated with a PV cell, and the GSP function is seamlessly embedded within EH circuits. Also, a dual-input shared-inductor boost converter is used to improve the EH efficiency under gas exposure. Offset cancellation is performed in GSP circuits to provide accurate gas-sensing readout without any external trimming.","Phan Dang Hung, Yechan Park, Soon-Jae Kweon, Taeju Lee, Hyuntak Jeon, Seok-Tae Koh, Incheol Cho, Jun-Bo Yoon, Inkyu Park, Chul Kim, Sohmyung Ha, and Minkyu Je",VDD =1.2V,,0.05,,1.58E+02,57.75,,,,,57.7,2.04E-07,1.00E+03,1,1.00E+03,2.04E+02,,323.6,,151.6,3.24E-01,181.6
